Time,Voltage,Current,SOH
19.532,4.000090755,-2.013006368,0.80566283
19.546,3.971919555,-2.011709187,0.65908458
19.547,4.008273457,-2.011319145,0.904653982
19.562,4.010265422,-2.014875695,0.915351923
19.563,4.009242012,-2.012500879,0.899688533
19.578,4.008336859,-2.010842107,0.925901276
19.579,3.986983849,-2.011907447,0.719335469
19.593,3.959137228,-2.01347883,0.661936211
19.594,4.003972176,-2.012229737,0.83723708
19.609,4.006899067,-2.012577012,0.886518878
19.61,4.010096938,-2.0142417,0.883682104
19.625,4.008794436,-2.011968234,0.902304953
19.64,4.004907929,-2.012273964,0.85300725
19.641,4.008599843,-2.010775254,0.878508893
19.656,4.009875957,-2.010702246,0.909952055
19.703,3.976512993,-2.01378594,0.672094597
28.765,3.94670574,-2.011741676,0.646731807
28.781,3.974552931,-2.012536779,0.758742997
28.797,3.945647557,-2.017616349,0.643726261
28.812,3.993754102,-2.010694286,0.88133418
28.813,3.993230833,-2.010516268,0.894221617
28.828,3.993576463,-2.009403204,0.881157535
28.843,3.96486203,-2.013569254,0.703799187
28.844,3.992914946,-2.013382698,0.891461524
28.859,3.991364722,-2.012960687,0.886516858
28.86,3.989125136,-2.010917157,0.855266676
28.875,3.993072776,-2.013586597,0.883936056
28.89,3.989933884,-2.012637216,0.870924803
28.891,3.998445319,-2.011737286,0.891594511
28.906,3.993350819,-2.012351299,0.904653982
28.907,3.967044634,-2.015635861,0.716697945
28.921,3.95848982,-2.012732836,0.687618208
28.922,3.990221246,-2.011536832,0.875865244
28.937,3.993208853,-2.014479811,0.925901276
28.938,3.98501534,-2.01325222,0.821326891
28.953,3.990495766,-2.010902653,0.896812008
28.968,3.971288202,-2.013848161,0.740206839
28.969,3.991066015,-2.014445546,0.863160862
28.984,3.995631797,-2.009359085,0.915351923
28.985,3.994963797,-2.012158557,0.883682104
29,3.9914179,-2.011700366,0.886518878
29.015,3.945833831,-2.013603265,0.649036753
29.016,3.994214008,-2.011658853,0.899688533
29.031,3.995123623,-2.011441804,0.909952055
29.032,3.980811612,-2.011546018,0.795184616
29.046,3.983851828,-2.015617695,0.818928922
29.156,3.953641797,-2.013100701,0.672094597
35.516,3.989482881,-2.01196702,0.883808646
35.562,3.984584114,-2.015833107,0.917573072
35.563,3.986907967,-2.013245689,0.912306634
35.578,3.986072993,-2.012471307,0.912878396
35.594,3.986598758,-2.011520442,0.912309777
35.625,3.986357576,-2.012993949,0.923512998
35.641,3.987897722,-2.010308512,0.901299002
35.656,3.982253241,-2.014019861,0.917322754
35.672,3.987794923,-2.013850983,0.901289751
35.688,3.986500544,-2.012451567,0.907015564
35.703,3.974870912,-2.012528324,0.928243711
35.719,3.986441655,-2.011718383,0.912790752
35.735,3.988866244,-2.013473988,0.907100968
35.75,3.981612882,-2.01166645,0.917631264
35.766,3.979994938,-2.015479071,0.917674597
35.782,3.98772204,-2.011602863,0.90105345
38.078,3.927573088,-2.015392581,0.646731807
38.125,3.940034116,-2.012776247,0.682391398
38.14,3.981768454,-2.014079177,0.88133418
38.141,3.926564409,-2.014928265,0.643726261
38.156,3.959790658,-2.01372756,0.758742997
38.187,3.981784086,-2.011051739,0.881157535
38.188,3.981456093,-2.011750038,0.894221617
38.203,3.980293706,-2.012984024,0.868211253
38.218,3.977424278,-2.013129682,0.85790327
38.219,3.981203511,-2.012295282,0.883936056
38.234,3.979835996,-2.012402779,0.870858626
38.235,3.976942844,-2.011753127,0.855266676
38.25,3.977740747,-2.014778047,0.870924803
38.265,3.981507182,-2.013421698,0.925901276
38.266,3.976459703,-2.013015901,0.842451455
38.281,3.981687682,-2.012558548,0.904653982
38.282,3.942546874,-2.012670279,0.693114384
38.297,3.97478096,-2.011247575,0.837284624
38.312,3.984039011,-2.014997806,0.915351923
38.313,3.971973214,-2.012044176,0.821326891
38.328,3.93981144,-2.012136658,0.685254279
38.329,3.951512905,-2.010378494,0.719335469
38.343,3.959718635,-2.012724401,0.755948798
38.344,3.981935525,-2.01012664,0.902304953
38.359,3.979509033,-2.011362122,0.886518878
38.36,3.983427316,-2.012528323,0.883682104
38.375,3.981503882,-2.012582007,0.878508893
38.391,3.978764974,-2.015859951,0.863160862
38.406,3.936109602,-2.011931775,0.687696009
38.422,3.967044226,-2.013564042,0.795184616
38.437,3.970908336,-2.010778725,0.818928922
38.453,3.983567633,-2.013576168,0.909952055
38.515,3.935945246,-2.015260445,0.672094597
47.437,3.91170168,-2.015009408,0.646731807
47.5,3.97168678,-2.009903013,0.894221617
47.516,3.922971499,-2.010256001,0.677161024
47.531,3.934757234,-2.014957933,0.708714517
47.532,3.958893287,-2.013054042,0.811062743
47.547,3.977517947,-2.010177562,0.891594511
47.562,3.947829779,-2.010779678,0.761323663
47.563,3.9549149,-2.014168556,0.792471536
47.578,3.971546424,-2.013740263,0.881157535
47.579,3.971044129,-2.016792489,0.883936056
47.593,3.954947557,-2.012269266,0.792894499
47.594,3.970944006,-2.009829954,0.891461524
47.609,3.967564477,-2.011971528,0.870924803
47.61,3.966577311,-2.010294588,0.855266676
47.625,3.971417522,-2.011988274,0.88133418
47.64,3.967545178,-2.010574771,0.850155514
47.641,3.971760092,-2.011078922,0.904653982
47.656,3.967920176,-2.009693483,0.875865244
47.657,3.946330241,-2.011713292,0.763957129
47.671,3.969284279,-2.01086874,0.886516858
47.672,3.97012816,-2.00987205,0.896812008
47.687,3.971827503,-2.013751739,0.925901276
47.688,3.943238536,-2.014888719,0.737604794
47.703,3.971543421,-2.011135697,0.878508893
47.704,3.962619989,-2.01156853,0.826927029
47.718,3.934393294,-2.01387795,0.693055758
47.719,3.974519669,-2.010150118,0.915351923
47.734,3.966445331,-2.009983046,0.85300725
47.735,3.973715463,-2.011790723,0.883682104
47.75,3.972796414,-2.009446125,0.899688533
47.765,3.972025499,-2.013305356,0.902304953
47.766,3.970065801,-2.010269198,0.873435309
47.781,3.960300924,-2.013720197,0.813876446
47.782,3.955745383,-2.012568322,0.795184616
47.796,3.959865578,-2.013397891,0.818928922
47.797,3.973870047,-2.010677853,0.909952055
47.812,3.930439479,-2.016733596,0.698350412
47.828,3.921943503,-2.010690652,0.687696009
47.875,3.920880893,-2.014513627,0.672094597
53.5,3.967628394,-2.013183688,0.883808646
53.656,3.964168871,-2.010459774,0.907384597
53.687,3.963211567,-2.011292174,0.917573072
53.719,3.965294898,-2.01137896,0.912386927
53.734,3.963936508,-2.013871242,0.906984695
53.735,3.965630161,-2.012116645,0.912306634
53.75,3.966226265,-2.013988994,0.906720246
53.766,3.965345749,-2.011907519,0.907015564
53.781,3.951716708,-2.013979362,0.928243711
53.797,3.96684638,-2.013876908,0.901289751
53.813,3.96001522,-2.0124047,0.917631264
53.828,3.956924182,-2.013703345,0.923163625
53.844,3.964728287,-2.010795476,0.912878396
53.859,3.960321144,-2.011235391,0.917322754
53.875,3.964944687,-2.012618205,0.923512998
53.891,3.958170314,-2.014815022,0.917674597
53.906,3.961918271,-2.01164067,0.91783083
53.907,3.965250301,-2.0112421,0.912890374
53.922,3.96776692,-2.011546107,0.907100968
53.969,3.96664072,-2.013127826,0.901299002
54,3.966382856,-2.013541403,0.90105345
56.75,3.89759244,-2.013385195,0.646731807
56.859,3.910154536,-2.012881097,0.677161024
56.875,3.912401925,-2.012428782,0.682391398
56.906,3.96300757,-2.013096915,0.894221617
56.907,3.896119008,-2.010575247,0.643726261
56.921,3.961296674,-2.011814724,0.868211253
56.922,3.956358037,-2.011343196,0.829506935
56.937,3.958103601,-2.010308262,0.85790327
56.938,3.969198675,-2.01267071,0.891594511
56.953,3.962864,-2.012041793,0.881157535
56.954,3.939971982,-2.011455378,0.782450998
56.968,3.958646078,-2.011345093,0.850155514
56.969,3.962234126,-2.013301872,0.891461524
56.984,3.960895196,-2.012147955,0.870858626
57,3.962478273,-2.010562463,0.883936056
57.015,3.96309998,-2.010515496,0.925901276
57.016,3.963164174,-2.012922584,0.904653982
57.031,3.956458376,-2.014799144,0.842451455
57.032,3.951280752,-2.014199625,0.821326891
57.046,3.914152914,-2.012312353,0.662539665
57.047,3.965032437,-2.012951414,0.883682104
57.062,3.93610845,-2.010805422,0.755948798
57.063,3.955113892,-2.012679368,0.83723708
57.078,3.960283424,-2.010223806,0.886516858
57.094,3.96360467,-2.012913845,0.902304953
57.109,3.96615591,-2.012401583,0.915351923
57.11,3.961095819,-2.012294072,0.873435309
57.125,3.965571799,-2.011858794,0.909952055
57.14,3.935198471,-2.013208277,0.764262632
57.141,3.950423834,-2.016703094,0.813876446
57.172,3.900777378,-2.010784709,0.656737566
57.187,3.950146557,-2.01024776,0.818928922
57.203,3.909736146,-2.014700138,0.687696009
57.296,3.907870444,-2.014835873,0.672094597
66.078,3.88515404,-2.012849,0.646731807
66.172,3.898811854,-2.014618151,0.677161024
66.234,3.901141858,-2.013539121,0.682391398
66.235,3.883773758,-2.011851755,0.643726261
66.25,3.932902435,-2.012662383,0.787365088
66.266,3.930425005,-2.010827555,0.782450998
66.281,3.95528804,-2.012174923,0.894221617
66.282,3.917698573,-2.012414963,0.727073104
66.296,3.889876947,-2.012199635,0.659316949
66.297,3.887311963,-2.014054921,0.653897998
66.312,3.950527586,-2.009175065,0.850155514
66.313,3.938058646,-2.011992287,0.80328157
66.328,3.954556926,-2.011816465,0.891461524
66.343,3.921957675,-2.010659772,0.740206839
66.344,3.955657286,-2.010995805,0.904653982
66.359,3.935382555,-2.009281609,0.792894499
66.36,3.939277408,-2.014065526,0.80566283
66.375,3.954611879,-2.012834983,0.88133418
66.39,3.937209414,-2.012085815,0.800757112
66.391,3.935331987,-2.010924236,0.792471536
66.406,3.95577344,-2.012136815,0.925901276
66.407,3.923674845,-2.011244236,0.740400298
66.422,3.956586453,-2.014840033,0.899688533
66.437,3.94948829,-2.012741588,0.868045676
66.438,3.924977561,-2.014935529,0.750772677
66.453,3.957931845,-2.01217271,0.909952055
66.454,3.957378067,-2.013110428,0.883682104
66.468,3.95271467,-2.012497443,0.886516858
66.469,3.955031455,-2.011756649,0.878508893
66.484,3.928670621,-2.01176921,0.7691183
66.485,3.931829666,-2.01264624,0.777344677
66.5,3.958458367,-2.015146085,0.915351923
66.515,3.955801304,-2.011322365,0.902304953
66.516,3.953144566,-2.012655702,0.873435309
66.532,3.936308444,-2.011352657,0.795184616
66.547,3.907233551,-2.010614244,0.698350412
66.562,3.941533965,-2.012987984,0.818928922
66.625,3.896229032,-2.011559161,0.672094597
71.484,3.951146037,-2.011719795,0.883808646
71.718,3.948320226,-2.011498653,0.907384597
71.797,3.949666525,-2.012680448,0.912306634
71.828,3.94927888,-2.011580465,0.912386927
71.844,3.949469334,-2.011432891,0.907015564
71.891,3.940053839,-2.012797052,0.923163625
71.922,3.934352489,-2.011143596,0.928243711
71.938,3.951761092,-2.011134804,0.906876079
71.953,3.945805967,-2.011013043,0.91783083
71.969,3.949511931,-2.010008196,0.912309777
71.985,3.951644605,-2.009605105,0.923708656
72,3.944281149,-2.011086056,0.917322754
72.016,3.950629498,-2.009602281,0.901289751
72.031,3.949030946,-2.012989753,0.912878396
72.046,3.949411658,-2.014334622,0.923512998
72.047,3.943663725,-2.011661246,0.917631264
72.063,3.950910675,-2.011282855,0.901388813
72.094,3.941673281,-2.01189336,0.917674597
72.125,3.951833921,-2.012378317,0.907100968
72.141,3.950376153,-2.011816536,0.90105345
75.5,3.874090677,-2.010469226,0.646731807
75.547,3.888236109,-2.010535003,0.677161024
75.594,3.881781818,-2.013881944,0.661837064
75.609,3.942501394,-2.012470709,0.85790327
75.61,3.940000187,-2.01179912,0.829506935
75.625,3.948433449,-2.01187166,0.894221617
75.64,3.889305941,-2.012743524,0.677320851
75.641,3.913272799,-2.013346933,0.734877164
75.656,3.946073847,-2.013202324,0.868211253
75.657,3.954757079,-2.013813326,0.891594511
75.671,3.942901819,-2.013578192,0.850155514
75.672,3.930034504,-2.010442427,0.80328157
75.687,3.948161669,-2.010367126,0.881157535
75.688,3.948852555,-2.012373143,0.904653982
75.703,3.931472142,-2.012841604,0.797763195
75.704,3.921523976,-2.015197608,0.748045915
75.718,3.948706272,-2.011361478,0.925901276
75.719,3.947720989,-2.010197777,0.883936056
75.734,3.943109959,-2.012836793,0.870924803
75.735,3.926807883,-2.010261291,0.792471536
75.75,3.94740904,-2.013013208,0.88133418
75.765,3.92734116,-2.013469529,0.792894499
75.766,3.938711304,-2.013944928,0.837284624
75.781,3.941922736,-2.012023872,0.868045676
75.782,3.941749063,-2.013061044,0.855266676
75.796,3.892468373,-2.013098379,0.687618208
75.797,3.951235486,-2.011818098,0.909952055
75.812,3.933880623,-2.013995187,0.816367521
75.813,3.949727958,-2.010847393,0.899688533
75.828,3.941279445,-2.01519143,0.84728993
75.843,3.945478649,-2.01354399,0.886516858
75.844,3.943686995,-2.013417615,0.875865244
75.859,3.951843318,-2.013073569,0.915351923
75.86,3.946176389,-2.011033585,0.873435309
75.875,3.945723453,-2.017470905,0.886518878
75.89,3.933591405,-2.009878287,0.818928922
75.891,3.878073864,-2.012646828,0.656737566
75.906,3.948876095,-2.012385705,0.902304953
75.969,3.888867626,-2.011122541,0.687696009
76.015,3.885605606,-2.01053585,0.672094597
84.859,3.864217871,-2.011102051,0.646731807
84.906,3.879017752,-2.015311407,0.677161024
84.921,3.869873148,-2.014858513,0.659316949
84.969,3.871894424,-2.011625927,0.661837064
84.984,3.912123926,-2.012717183,0.763476414
84.985,3.942029432,-2.013314729,0.894221617
85,3.93288624,-2.014788228,0.829506935
85.015,3.935679341,-2.014004296,0.85790327
85.016,3.904836204,-2.013251104,0.734877164
85.031,3.881533989,-2.013232478,0.682391398
85.032,3.91369125,-2.012678752,0.782450998
85.046,3.936293362,-2.011903152,0.850155514
85.047,3.942358576,-2.012819015,0.904653982
85.062,3.941013503,-2.012576862,0.88133418
85.063,3.948466543,-2.010694407,0.891594511
85.078,3.938941968,-2.01390626,0.870858626
85.079,3.941010383,-2.012955171,0.883936056
85.093,3.904591144,-2.011483076,0.740206839
85.094,3.931747352,-2.015875788,0.837284624
85.109,3.941420653,-2.014523387,0.881157535
85.11,3.937571415,-2.011671928,0.80290945
85.125,3.943601928,-2.010197398,0.899688533
85.14,3.942462383,-2.011016602,0.925901276
85.141,3.903544064,-2.013409652,0.719127509
85.156,3.942296194,-2.011829051,0.896812008
85.157,3.931796869,-2.012696467,0.83723708
85.172,3.914228503,-2.011813606,0.779740784
85.187,3.937111352,-2.010290009,0.875865244
85.188,3.903964087,-2.012928765,0.737604794
85.203,3.941507074,-2.012257493,0.878508893
85.204,3.943982813,-2.009956683,0.883682104
85.218,3.938969166,-2.011276085,0.886516858
85.219,3.945773071,-2.01367974,0.915351923
85.234,3.908437012,-2.015586194,0.764262632
85.235,3.926140329,-2.010679998,0.813876446
85.25,3.931894179,-2.010475326,0.831858188
85.265,3.926245323,-2.012113976,0.818928922
85.266,3.939124812,-2.013326793,0.886518878
85.281,3.868339134,-2.012568844,0.656737566
85.297,3.942478498,-2.015214511,0.902304953
85.312,3.879983781,-2.009169282,0.687696009
85.375,3.875972054,-2.010787708,0.672094597
89.5,3.937732186,-2.012740614,0.883808646
89.922,3.935286969,-2.012745211,0.907384597
89.969,3.935051065,-2.011743837,0.906984695
89.985,3.93667569,-2.012701767,0.912306634
90.016,3.937597723,-2.012231126,0.906720246
90.047,3.926095595,-2.011272539,0.923163625
90.062,3.935765682,-2.011537614,0.912386927
90.078,3.933720723,-2.012001089,0.917573072
90.094,3.920058442,-2.013006628,0.928243711
90.109,3.93599578,-2.016639552,0.912878396
90.11,3.93251956,-2.013852908,0.91783083
90.125,3.9356956,-2.01488613,0.901382833
90.141,3.937728545,-2.012871998,0.901289751
90.156,3.930675334,-2.012219555,0.917322754
90.172,3.936313451,-2.012068181,0.912890374
90.187,3.92793774,-2.012895263,0.917674597
90.188,3.936400436,-2.011795968,0.912309777
90.203,3.9380473,-2.012655421,0.901299002
90.219,3.929916244,-2.012394848,0.917631264
90.234,3.936350134,-2.013679773,0.912790752
90.25,3.937610395,-2.01116972,0.90105345
90.313,3.939051672,-2.01458984,0.907100968
94.234,3.855210359,-2.010936628,0.646731807
94.25,3.861114377,-2.014363899,0.659316949
94.266,3.870206719,-2.011595496,0.677161024
94.328,3.873239921,-2.014708247,0.682391398
94.344,3.861406629,-2.012566289,0.659233222
94.375,3.934818507,-2.012559424,0.891461524
94.39,3.902241888,-2.011612494,0.758742997
94.391,3.906503691,-2.012796615,0.782450998
94.406,3.935816955,-2.013168919,0.894221617
94.407,3.935026677,-2.01383032,0.883936056
94.421,3.933290362,-2.011109057,0.868211253
94.422,3.916950365,-2.010210258,0.797763195
94.437,3.936695985,-2.010095026,0.925901276
94.438,3.917692013,-2.012946422,0.811062743
94.453,3.928857378,-2.014691722,0.855266676
94.454,3.88388705,-2.012788588,0.706289397
94.468,3.896872141,-2.012890463,0.740206839
94.469,3.936116488,-2.012382549,0.904653982
94.484,3.929046735,-2.012546305,0.868045676
94.485,3.921008549,-2.01372857,0.821326891
94.5,3.937625108,-2.013330506,0.899688533
94.515,3.930923881,-2.010468688,0.875865244
94.516,3.927358229,-2.012051468,0.842451455
94.531,3.874756477,-2.013433431,0.662539665
94.532,3.898797218,-2.011231212,0.740400298
94.546,3.875116428,-2.010472517,0.687618208
94.547,3.919889067,-2.010019162,0.816367521
94.562,3.932755281,-2.011207179,0.886516858
94.563,3.933073465,-2.013196486,0.886518878
94.578,3.93886378,-2.011756321,0.909952055
94.579,3.938254567,-2.012649099,0.883682104
94.593,3.904359878,-2.011267948,0.7691183
94.594,3.939880158,-2.008883554,0.915351923
94.609,3.925462233,-2.014410481,0.831858188
94.625,3.919546844,-2.013397879,0.818928922
94.64,3.936559622,-2.01490211,0.902304953
94.641,3.859447949,-2.012517901,0.656737566
94.703,3.871929212,-2.013745893,0.687696009
103.578,3.846858864,-2.01420643,0.646731807
103.593,3.853043232,-2.013276568,0.659316949
103.656,3.862732565,-2.012126841,0.677161024
103.687,3.853199352,-2.012799574,0.659233222
103.703,3.876568983,-2.012804518,0.703490832
103.719,3.899915061,-2.012652555,0.782450998
103.734,3.923813895,-2.012038764,0.85790327
103.735,3.93034186,-2.012097673,0.894221617
103.75,3.929373617,-2.015125058,0.891461524
103.765,3.896099153,-2.010472368,0.761323663
103.766,3.911595069,-2.013889371,0.811062743
103.781,3.897797164,-2.012973898,0.763476414
103.782,3.937354884,-2.015263565,0.891594511
103.796,3.929151683,-2.009406599,0.88133418
103.797,3.923194859,-2.01297528,0.868045676
103.812,3.931204307,-2.014004605,0.925901276
103.813,3.930798642,-2.011470586,0.904653982
103.828,3.929868263,-2.012201726,0.881157535
103.844,3.931501071,-2.013434835,0.896812008
103.859,3.926951905,-2.014342447,0.870858626
103.875,3.925128251,-2.010957809,0.875865244
103.89,3.877792261,-2.015634741,0.703799187
103.891,3.923617658,-2.01406961,0.80290945
103.906,3.919161669,-2.011055626,0.837284624
103.907,3.905503476,-2.012978626,0.792471536
103.922,3.934415767,-2.012939267,0.915351923
103.937,3.927090014,-2.011884912,0.886516858
103.938,3.916868506,-2.011509866,0.826927029
103.953,3.933681371,-2.011671048,0.909952055
103.954,3.932518405,-2.012264553,0.883682104
103.968,3.913395965,-2.013910486,0.818928922
103.969,3.913555053,-2.013507934,0.816367521
103.984,3.87277895,-2.012666211,0.698350412
103.985,3.925449103,-2.011707004,0.863160862
104,3.927655456,-2.013364934,0.873435309
104.015,3.930946731,-2.013214935,0.902304953
104.062,3.864423873,-2.01072197,0.687696009
104.078,3.859443768,-2.011438779,0.672094597
107.719,3.925933478,-2.011721431,0.883808646
108.047,3.924034952,-2.011463277,0.907384597
108.063,3.923942851,-2.010043649,0.906984695
108.094,3.926375146,-2.013244228,0.906720246
108.157,3.925256428,-2.012408155,0.907015564
108.172,3.92539882,-2.016071838,0.912306634
108.203,3.924860524,-2.013468998,0.912386927
108.25,3.920918955,-2.010818249,0.91783083
108.266,3.922501417,-2.010817149,0.917573072
108.281,3.90790351,-2.014399657,0.928243711
108.313,3.914319146,-2.011621417,0.923163625
108.328,3.916192436,-2.010476135,0.917674597
108.343,3.924374612,-2.012794043,0.901382833
108.359,3.919397428,-2.010493252,0.917322754
108.375,3.918307998,-2.01323025,0.917631264
108.422,3.926434765,-2.012889606,0.901534157
108.438,3.926591501,-2.011616243,0.918088711
108.453,3.92647922,-2.010528871,0.90105345
108.469,3.927802061,-2.014318849,0.907100968
108.625,3.926436071,-2.012963621,0.901388813
112.921,3.845527415,-2.011078387,0.659316949
112.984,3.839256298,-2.011815411,0.646731807
113.016,3.855005014,-2.01210149,0.677161024
113.031,3.918248127,-2.0130406,0.85790327
113.063,3.858268984,-2.012993704,0.682391398
113.078,3.870388279,-2.012464617,0.716696025
113.093,3.873893778,-2.012276942,0.716722716
113.094,3.925181446,-2.010420098,0.894221617
113.109,3.87055872,-2.013119586,0.708714517
113.11,3.923910766,-2.014862743,0.891461524
113.125,3.922267089,-2.011125136,0.868211253
113.14,3.88903075,-2.013705183,0.758742997
113.141,3.932234124,-2.008480308,0.891594511
113.156,3.926042647,-2.011824719,0.925901276
113.157,3.90548276,-2.013308658,0.811062743
113.172,3.924757589,-2.014829493,0.881157535
113.187,3.917851358,-2.014273812,0.868045676
113.188,3.925501881,-2.013047746,0.904653982
113.203,3.919861783,-2.012685216,0.875865244
113.218,3.918918669,-2.010881155,0.870924803
113.219,3.926529449,-2.011776739,0.896812008
113.235,3.917440054,-2.012276868,0.80290945
113.25,3.908772673,-2.013688289,0.821326891
113.265,3.89456421,-2.01134372,0.766187782
113.266,3.887456724,-2.012205648,0.763957129
113.281,3.928362418,-2.015530902,0.909952055
113.282,3.911064775,-2.009339815,0.826927029
113.296,3.921794623,-2.010570364,0.886516858
113.297,3.929331298,-2.011193676,0.915351923
113.312,3.91654225,-2.012372834,0.84728993
113.313,3.907336976,-2.013432213,0.813876446
113.328,3.924562665,-2.010152173,0.878508893
113.329,3.913587041,-2.012689183,0.83723708
113.343,3.917170082,-2.012984156,0.85300725
113.344,3.925596252,-2.013326572,0.902304953
113.359,3.88766501,-2.011856355,0.764262632
113.36,3.922121377,-2.01016958,0.873435309
113.375,3.900793463,-2.011335608,0.795184616
113.406,3.857599563,-2.012578074,0.687696009
113.421,3.852274338,-2.016151086,0.672094597
113.438,3.840994472,-2.015428473,0.651678678
122.234,3.838662274,-2.011832556,0.659316949
122.359,3.832328777,-2.013313913,0.646731807
122.375,3.848601388,-2.011865129,0.677161024
122.39,3.91296253,-2.014060428,0.85790327
122.406,3.838615172,-2.014163503,0.659233222
122.422,3.868435618,-2.010305051,0.714032437
122.438,3.920174303,-2.010836739,0.894221617
122.453,3.883316256,-2.011580249,0.761323663
122.469,3.918993266,-2.013653654,0.891461524
122.484,3.921328824,-2.013805857,0.925901276
122.485,3.84262569,-2.013671871,0.66949569
122.5,3.909090895,-2.013824484,0.829506935
122.515,3.882595649,-2.011373073,0.758742997
122.516,3.927557293,-2.011322254,0.891594511
122.531,3.912587636,-2.011304407,0.868045676
122.532,3.885884552,-2.014088244,0.748045915
122.546,3.893941962,-2.012560282,0.792894499
122.547,3.92064461,-2.010429764,0.904653982
122.562,3.913617436,-2.01388573,0.870924803
122.563,3.911992185,-2.014140295,0.855266676
122.578,3.896331076,-2.013992869,0.800757112
122.594,3.919556169,-2.010600779,0.881157535
122.609,3.85907586,-2.012534418,0.698350412
122.61,3.907988031,-2.015673866,0.837284624
122.625,3.921873628,-2.012278647,0.896812008
122.64,3.911262587,-2.012095709,0.84728993
122.641,3.910289038,-2.011340459,0.842451455
122.656,3.924540619,-2.012620366,0.915351923
122.657,3.922721883,-2.011622627,0.883682104
122.671,3.916768128,-2.013043594,0.886516858
122.672,3.921879201,-2.013933378,0.899688533
122.687,3.902042227,-2.011873908,0.816367521
122.688,3.915001577,-2.013381796,0.863160862
122.703,3.917143145,-2.012643749,0.886518878
122.719,3.923540042,-2.013280315,0.909952055
122.734,3.911766687,-2.013411931,0.85300725
122.735,3.917220842,-2.013226207,0.873435309
122.781,3.850982509,-2.011700821,0.687696009
125.719,3.915840985,-2.013138257,0.883808646
126.203,3.914226986,-2.01356227,0.907384597
126.25,3.910957353,-2.010005914,0.91783083
126.282,3.915630026,-2.01093697,0.907015564
126.297,3.913847996,-2.011298608,0.906984695
126.312,3.916425845,-2.008352485,0.906720246
126.344,3.915526246,-2.013025981,0.912306634
126.359,3.917003887,-2.011412605,0.901299002
126.375,3.912190152,-2.012740223,0.917573072
126.391,3.903873088,-2.01258002,0.923163625
126.406,3.917927195,-2.009116082,0.906876079
126.453,3.897035722,-2.011602885,0.928243711
126.484,3.916812741,-2.01167462,0.901289751
126.5,3.918300411,-2.01227441,0.923708656
126.516,3.916724326,-2.012271748,0.90105345
126.547,3.915253503,-2.011010909,0.912309777
126.563,3.909048879,-2.013755277,0.917322754
126.578,3.908100847,-2.012989363,0.917631264
126.594,3.914113412,-2.011044502,0.90203852
126.609,3.905727104,-2.013804003,0.917674597
126.625,3.915397439,-2.016114863,0.912790752
126.688,3.917973795,-2.010866907,0.907100968
126.797,3.916735757,-2.010832754,0.901388813
131.593,3.832395357,-2.011624522,0.659316949
131.687,3.825707559,-2.013309537,0.646731807
131.719,3.842226366,-2.012760397,0.677161024
131.734,3.908192649,-2.0125528,0.85790327
131.75,3.858249348,-2.012468303,0.716696025
131.765,3.832427938,-2.013549194,0.659233222
131.797,3.862165925,-2.011880193,0.714032437
131.812,3.839384398,-2.014092237,0.669765344
131.813,3.845337007,-2.011192187,0.682391398
131.828,3.916676909,-2.01234543,0.925901276
131.829,3.894648196,-2.012107017,0.811062743
131.843,3.879874835,-2.012204991,0.763476414
131.844,3.914344566,-2.011353941,0.891461524
